baronTakedowns,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardTimeCoverageInRiverOrEnemyHalf,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,deathsByEnemyChamps,dragonTakedowns,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsWithin30SecondsOfSpawn,firstTurretKilled,gameLength,goldPerMinute,highestCrowdControlScore,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,kTurretsDestroyedBeforePlatesFall,kda,killParticipation,killedChampTookFullTeamDamageSurvived,killingSprees,killsUnderOwnTurret,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,multiKillOneSpell,multiTurretRiftHeraldCount,mythicItemUsed,outerTurretExecutesBefore10Minutes,riftHeraldTakedowns,scuttleCrabKills,soloKills,stealthWardsPlaced,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,turretPlatesTaken,turretTakedowns,turretsTakenWithRiftHerald,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,gameId,summonerName,earliestDragonTakedown,highestWardKills,junglerKillsEarlyJungle,killsOnLanersEarlyJungleAsJungler,mythicItemUsedImg,earliestBaron,teleportTakedowns,fasterSupportQuestCompletion,baronBuffGoldAdvantageOverThreshold
0.0,0.0,0.0,0.0,0.3621906786844982,1.0,520.0107009265686,0.22484235576592207,2.0,1.0,0.0,0.0,32.0,0.0,0.0,-,1352.7460128999999,379.8799400022612,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,35.25,0.0,1.0,0.0,0.0,0.0,Força da Trindade,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4107526308360997,0.0,1.0,2.0,1.0,0.0,0.0,-0.48324042558670044,0.6256635188685437,1.0,1.0,0.0,2677232,BLG Bin,1088.6800407,-,-,-,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3078_fighter_t4_trinityforce.png,-,-,-,-
0.0,300.0,0.0,0.0,0.21670510406573298,3.0,143.978381590708,0.26759486620932943,5.0,0.0,0.0,0.0,33.0,2.0,0.0,-,1352.7460128999999,325.1940186216571,-,2.0,1.0,54.00000002980232,0.0,0.2,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.000000029802322,0.0,1.0,0.0,0.0,0.0,-,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.11372746544740497,0.0,1.0,2.0,0.0,0.0,0.0,-0.2269107699394226,1.1148094277143272,6.0,5.0,0.0,2677232,BLG XUN,-,-,-,-,-,-,-,-,-
0.0,0.0,0.0,0.0,0.7643167557991773,2.0,283.86045132508264,0.24793971056329964,3.0,0.0,0.0,0.0,12.0,0.0,0.0,-,1352.7460128999999,329.50553942638055,-,0.0,0.0,0.4000000059604645,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,64.0,0.0,0.0,1.7999999225139618,0.0,1.0,0.0,0.0,0.0,Bastão das Eras,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.2242192842653925,0.0,1.0,0.0,1.0,0.0,0.0,-0.5498303771018982,0.6369670832089309,3.0,3.0,0.0,2677232,BLG Yagao,-,-,-,-,https://raw.communitydragon.org/latest/game/assets/items/icons2d/6657_mage_t4_rodofages.png,-,-,-,-
0.0,0.0,0.0,0.0,-,2.0,206.3268417266684,0.11567859628275547,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-,1352.7460128999999,379.85776289013967,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Força do Vendaval,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.16297605587793498,0.0,1.0,1.0,0.0,0.0,0.0,-0.01033163070678711,1.4379946627679758,10.0,9.0,0.0,2677232,BLG Elk,-,-,-,-,https://raw.communitydragon.org/latest/game/assets/items/icons2d/6671_marksman_t4_galeforce.png,-,-,-,-
0.0,0.0,0.0,1.0,0.7272762220092587,13.0,111.81843952946794,0.1439444711786934,0.0,0.0,0.0,3097.404052734375,9.0,0.0,0.0,-,1352.7460128999999,232.11325718861042,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.08832456357316784,0.0,1.0,0.0,0.0,0.0,0.0,0.2029860019683838,3.3104818470574298,13.0,12.0,1.0,2677232,BLG ON,-,1.0,0.0,0.0,-,-,-,-,-
1.0,0.0,0.0,0.0,0.7303802713725226,3.0,378.1554096467816,0.25080356925131175,0.0,0.0,0.0,0.0,24.0,2.0,0.0,883.2770419999999,1352.7460128999999,357.2446669364898,-,0.0,0.0,0.0,0.0,4.0,0.36363636363636365,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-,0.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,1.0,0.1445710955228261,0.0,1.0,1.0,1.0,5.0,0.0,0.9351358413696289,1.2107438971348585,1.0,1.0,0.0,2677232,JDG 369,-,-,-,-,-,1223.8330375,-,-,1.0
1.0,0.0,0.0,0.0,0.685987590538623,5.0,578.6476784105774,0.40841226960107113,0.0,2.0,0.0,339.9525146484375,41.0,14.0,0.0,883.2770419999999,1352.7460128999999,448.45633529588207,1.0,2.0,1.0,73.60000011324883,0.0,8.0,0.7272727272727273,0.0,1.0,0.0,4.0,0.0,0.0,15.800000250339508,0.0,1.0,0.0,0.0,0.0,-,0.0,1.0,4.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,0.22122049997300394,0.0,1.0,0.0,3.0,5.0,0.0,1.2213850021362305,1.414949057631033,7.0,6.0,1.0,2677232,JDG Kanavi,416.5470231,-,-,-,-,1223.8330375,-,-,1.0
1.0,0.0,0.0,0.0,0.8125427610343688,5.0,1063.1603595835666,0.17600940181546307,1.0,2.0,0.0,0.0,11.0,0.0,0.0,883.2770419999999,1352.7460128999999,491.8216422598927,-,0.0,0.0,0.0,0.0,9.0,0.8181818181818182,0.0,1.0,1.0,83.0,0.0,0.0,41.0,0.0,3.0,0.0,0.0,0.0,Eclipse,0.0,0.0,0.0,2.0,6.0,1.0,9.0,0.0,0.0,1.0,0.40645262233589224,0.0,1.0,2.0,6.0,5.0,0.0,0.010439515113830566,1.4530065806136505,6.0,5.0,2.0,2677232,JDG knight,416.5470231,-,-,-,https://raw.communitydragon.org/latest/game/assets/items/icons2d/6692_assassin_t4_eclipse.png,1223.8330375,1.0,-,1.0
1.0,0.0,0.0,0.0,0.4588947166580113,5.0,461.0665791026114,0.08622435512231214,0.0,1.0,0.0,0.0,5.0,0.0,0.0,883.2770419999999,1352.7460128999999,481.4217894857268,-,0.0,0.0,0.0,0.0,4.0,0.36363636363636365,0.0,0.0,0.0,78.0,1.0,0.0,107.74999988079071,0.0,3.0,0.0,0.0,0.0,Força do Vendaval,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,1.0,0.1762685360288448,0.0,1.0,2.0,5.0,5.0,0.0,0.2935117483139038,1.4420190357218483,7.0,7.0,0.0,2677232,JDG Ruler,745.6270631,-,-,-,https://raw.communitydragon.org/latest/game/assets/items/icons2d/6671_marksman_t4_galeforce.png,1223.8330375,-,-,1.0
1.0,0.0,0.0,1.0,0.6965527834600649,11.0,134.67547288778633,0.07855040420984193,0.0,1.0,0.0,995.6549682617188,30.0,1.0,0.0,883.2770419999999,1352.7460128999999,267.99127656063115,-,0.0,0.0,0.0,0.0,7.0,0.6363636363636364,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,1.0,0.051487246139432924,0.0,1.0,2.0,3.0,5.0,0.0,-0.1687350869178772,2.7518873756001656,8.0,7.0,1.0,2677232,JDG MISSING,745.6270631,-,0.0,0.0,-,1223.8330375,-,1.0,1.0
