level,timestamp,type,gameId,summonerName
9,13.453683333333334,LEVEL_UP,2677230,JDG Kanavi
9,13.5293,LEVEL_UP,2677230,BLG Elk
11,13.550383333333333,LEVEL_UP,2677230,JDG knight
7,13.56755,LEVEL_UP,2677230,BLG ON
7,13.681866666666666,LEVEL_UP,2677230,JDG MISSING
11,14.1158,LEVEL_UP,2677230,BLG Bin
9,14.448133333333333,LEVEL_UP,2677230,BLG XUN
11,14.7321,LEVEL_UP,2677230,JDG 369
10,14.932916666666667,LEVEL_UP,2677230,JDG Kanavi
10,15.096566666666666,LEVEL_UP,2677230,JDG Ruler
11,15.332166666666666,LEVEL_UP,2677230,BLG Yagao
10,15.788266666666667,LEVEL_UP,2677230,BLG Elk
12,15.968966666666667,LEVEL_UP,2677230,JDG knight
12,16.26425,LEVEL_UP,2677230,BLG Bin
10,16.30425,LEVEL_UP,2677230,BLG XUN
12,16.684833333333334,LEVEL_UP,2677230,JDG 369
11,17.026316666666666,LEVEL_UP,2677230,JDG Ruler
12,17.329883333333335,LEVEL_UP,2677230,BLG Yagao
11,17.541866666666667,LEVEL_UP,2677230,JDG Kanavi
13,17.744,LEVEL_UP,2677230,JDG knight
11,17.80453333333333,LEVEL_UP,2677230,BLG Elk
11,18.381983333333334,LEVEL_UP,2677230,BLG XUN
8,18.420933333333334,LEVEL_UP,2677230,JDG MISSING
8,18.47885,LEVEL_UP,2677230,BLG ON
12,18.734216666666665,LEVEL_UP,2677230,JDG Ruler
13,18.778216666666665,LEVEL_UP,2677230,JDG 369
13,18.804916666666667,LEVEL_UP,2677230,BLG Bin
12,19.997716666666665,LEVEL_UP,2677230,JDG Kanavi
14,20.3647,LEVEL_UP,2677230,JDG knight
13,20.6802,LEVEL_UP,2677230,JDG Ruler
12,20.816883333333333,LEVEL_UP,2677230,BLG Elk
13,20.882633333333334,LEVEL_UP,2677230,BLG Yagao
9,20.9265,LEVEL_UP,2677230,JDG MISSING
14,21.327866666666665,LEVEL_UP,2677230,JDG 369
13,21.327866666666665,LEVEL_UP,2677230,JDG Kanavi
10,21.327866666666665,LEVEL_UP,2677230,JDG MISSING
15,21.497883333333334,LEVEL_UP,2677230,JDG knight
9,21.9034,LEVEL_UP,2677230,BLG ON
15,22.611916666666666,LEVEL_UP,2677230,JDG 369
14,23.210683333333332,LEVEL_UP,2677230,JDG Ruler
11,23.233983333333335,LEVEL_UP,2677230,JDG MISSING
2,1.7400333333333333,LEVEL_UP,2677232,BLG XUN
2,1.7411333333333334,LEVEL_UP,2677232,JDG Kanavi
2,2.18365,LEVEL_UP,2677232,JDG knight
2,2.18975,LEVEL_UP,2677232,BLG Yagao
2,2.2304333333333335,LEVEL_UP,2677232,BLG Bin
3,2.3579166666666667,LEVEL_UP,2677232,JDG Kanavi
2,2.5467,LEVEL_UP,2677232,JDG 369
2,2.5566666666666666,LEVEL_UP,2677232,JDG MISSING
2,2.5566666666666666,LEVEL_UP,2677232,JDG Ruler
3,2.5621833333333335,LEVEL_UP,2677232,BLG XUN
2,2.6050166666666668,LEVEL_UP,2677232,BLG Elk
2,2.6050166666666668,LEVEL_UP,2677232,BLG ON
3,2.6616666666666666,LEVEL_UP,2677232,JDG knight
3,2.7312166666666666,LEVEL_UP,2677232,BLG Bin
3,2.73455,LEVEL_UP,2677232,BLG Yagao
3,2.9452,LEVEL_UP,2677232,JDG 369
4,3.1374166666666667,LEVEL_UP,2677232,JDG knight
3,3.3114,LEVEL_UP,2677232,JDG Ruler
3,3.3114,LEVEL_UP,2677232,JDG MISSING
4,3.3196833333333333,LEVEL_UP,2677232,JDG Kanavi
4,3.3324333333333334,LEVEL_UP,2677232,BLG Yagao
4,3.4259,LEVEL_UP,2677232,BLG Bin
3,3.5263833333333334,LEVEL_UP,2677232,BLG Elk
3,3.5263833333333334,LEVEL_UP,2677232,BLG ON
4,3.72215,LEVEL_UP,2677232,JDG 369
4,4.17975,LEVEL_UP,2677232,BLG XUN
5,4.425283333333334,LEVEL_UP,2677232,BLG Bin
4,4.44485,LEVEL_UP,2677232,BLG Elk
5,4.7050833333333335,LEVEL_UP,2677232,JDG knight
5,4.7251,LEVEL_UP,2677232,JDG 369
4,4.7534833333333335,LEVEL_UP,2677232,JDG Ruler
4,4.7534833333333335,LEVEL_UP,2677232,JDG MISSING
5,5.248116666666666,LEVEL_UP,2677232,BLG Yagao
6,5.3242,LEVEL_UP,2677232,BLG Bin
4,5.564116666666667,LEVEL_UP,2677232,BLG ON
5,5.752933333333333,LEVEL_UP,2677232,JDG Kanavi
6,5.801383333333333,LEVEL_UP,2677232,JDG 369
5,6.256666666666667,LEVEL_UP,2677232,BLG Elk
6,6.51675,LEVEL_UP,2677232,JDG knight
5,6.518966666666667,LEVEL_UP,2677232,JDG Ruler
5,6.6537,LEVEL_UP,2677232,JDG MISSING
6,6.757666666666666,LEVEL_UP,2677232,BLG Yagao
7,6.808683333333334,LEVEL_UP,2677232,BLG Bin
5,7.0024,LEVEL_UP,2677232,BLG XUN
6,7.117533333333333,LEVEL_UP,2677232,JDG Kanavi
7,7.420083333333333,LEVEL_UP,2677232,JDG 369
5,7.4245,LEVEL_UP,2677232,BLG ON
7,7.51025,LEVEL_UP,2677232,JDG knight
6,7.6442,LEVEL_UP,2677232,JDG Ruler
7,8.03645,LEVEL_UP,2677232,BLG Yagao
6,8.0987,LEVEL_UP,2677232,BLG Elk
8,8.228133333333334,LEVEL_UP,2677232,BLG Bin
6,8.2716,LEVEL_UP,2677232,JDG MISSING
6,8.679983333333332,LEVEL_UP,2677232,BLG XUN
8,8.839933333333333,LEVEL_UP,2677232,JDG 369
6,9.106166666666667,LEVEL_UP,2677232,BLG ON
8,9.280533333333333,LEVEL_UP,2677232,JDG knight
7,9.423683333333333,LEVEL_UP,2677232,JDG Kanavi
7,9.817116666666667,LEVEL_UP,2677232,BLG Elk
7,9.918766666666667,LEVEL_UP,2677232,JDG Ruler
8,10.072883333333333,LEVEL_UP,2677232,BLG Yagao
9,10.31625,LEVEL_UP,2677232,BLG Bin
7,10.44365,LEVEL_UP,2677232,BLG XUN
9,10.588216666666666,LEVEL_UP,2677232,JDG 369
9,10.62935,LEVEL_UP,2677232,JDG knight
8,11.277533333333333,LEVEL_UP,2677232,BLG Elk
8,11.351466666666667,LEVEL_UP,2677232,JDG Ruler
8,11.3559,LEVEL_UP,2677232,JDG Kanavi
9,11.778716666666666,LEVEL_UP,2677232,BLG Yagao
10,11.935266666666667,LEVEL_UP,2677232,JDG 369
10,12.427116666666667,LEVEL_UP,2677232,JDG knight
7,12.56505,LEVEL_UP,2677232,JDG MISSING
9,12.602233333333333,LEVEL_UP,2677232,JDG Ruler
10,12.844183333333334,LEVEL_UP,2677232,BLG Bin
9,12.884783333333333,LEVEL_UP,2677232,JDG Kanavi
7,13.271166666666666,LEVEL_UP,2677232,BLG ON
8,13.605116666666667,LEVEL_UP,2677232,BLG XUN
11,13.73815,LEVEL_UP,2677232,JDG 369
11,14.100783333333334,LEVEL_UP,2677232,JDG knight
10,14.260783333333332,LEVEL_UP,2677232,BLG Yagao
10,14.522766666666667,LEVEL_UP,2677232,JDG Ruler
9,14.642233333333333,LEVEL_UP,2677232,BLG Elk
8,14.749133333333333,LEVEL_UP,2677232,BLG ON
11,14.805216666666666,LEVEL_UP,2677232,BLG Bin
10,14.948266666666667,LEVEL_UP,2677232,JDG Kanavi
8,15.529116666666667,LEVEL_UP,2677232,JDG MISSING
9,15.621433333333334,LEVEL_UP,2677232,BLG XUN
10,16.0353,LEVEL_UP,2677232,BLG Elk
12,16.051966666666665,LEVEL_UP,2677232,JDG knight
12,16.245583333333332,LEVEL_UP,2677232,JDG 369
11,16.287866666666666,LEVEL_UP,2677232,BLG Yagao
11,16.573366666666665,LEVEL_UP,2677232,JDG Ruler
12,16.993366666666667,LEVEL_UP,2677232,BLG Bin
11,17.377633333333332,LEVEL_UP,2677232,JDG Kanavi
