gameTime,item,gameId,event,summonerName,itemImg
959404,Sentinela de Controle,2677232,CONSUMED_ITEM,BLG ON,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2055_class_t1_controlward.png
969797,Botas Levemente Mágicas,2677232,CONSUMED_ITEM,BLG Yagao,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2422_class_t1_slightlymagicalboots.png
969797,Sapatos do Feiticeiro,2677232,PURCHASED_ITEM,BLG Yagao,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3020_class_t2_sorcerersshoes.png
983641,Sentinela de Controle,2677232,CONSUMED_ITEM,JDG MISSING,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2055_class_t1_controlward.png
995066,Picareta,2677232,PURCHASED_ITEM,BLG Bin,https://raw.communitydragon.org/latest/game/assets/items/icons2d/1037_class_t1_pickaxe.png
996292,Cristal de Rubi,2677232,PURCHASED_ITEM,BLG Bin,https://raw.communitydragon.org/latest/game/assets/items/icons2d/1028_base_t1_rubycrystal.png
1006311,Poção com Refil,2677232,SOLD_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2031_class_t1_refillablepotion.png
1008447,Sentinela de Controle,2677232,CONSUMED_ITEM,JDG 369,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2055_class_t1_controlward.png
1008913,Espada G. p. C.,2677232,PURCHASED_ITEM,JDG Ruler,https://raw.communitydragon.org/latest/game/assets/items/icons2d/1038_marksman_t1_bfsword.png
1009479,Lágrima da Deusa,2677232,CONSUMED_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3070_all_t1_tearofthegoddess.png
1009479,Martelo de Guerra de Caulfield,2677232,CONSUMED_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3133_fighter_t2_caulfieldswarhammer.png
1009479,Manamune,2677232,PURCHASED_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3004_marksman_t3_manamune.png
1009546,Broquel de Targon,2677232,CONSUMED_ITEM,BLG ON,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3859_tank_t2_targonsbucker.png
1009579,Espada Longa,2677232,PURCHASED_ITEM,JDG Ruler,https://raw.communitydragon.org/latest/game/assets/items/icons2d/1036_class_t1_longsword.png
1010016,Poção de Vida,2677232,SOLD_ITEM,JDG Ruler,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
1010214,Sentinela Invisível,2677232,CONSUMED_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3340_class_t1_wardingtotem.png
1010214,Alteração Vidente,2677232,PURCHASED_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3363_class_t1_farsightalteration.png
1010282,Sentinela de Controle,2677232,PURCHASED_ITEM,JDG Ruler,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2055_class_t1_controlward.png
1012120,Alteração Vidente,2677232,CONSUMED_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3363_class_t1_farsightalteration.png
1012120,Lente do Oráculo,2677232,PURCHASED_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3364_class_t1_oracleslens.png
1012524,Sentinela de Controle,2677232,PURCHASED_ITEM,JDG MISSING,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2055_class_t1_controlward.png
1012659,Sentinela de Controle,2677232,PURCHASED_ITEM,JDG MISSING,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2055_class_t1_controlward.png
1013661,Espada Longa,2677232,CONSUMED_ITEM,BLG Elk,https://raw.communitydragon.org/latest/game/assets/items/icons2d/1036_class_t1_longsword.png
