gameTime,monsterType,dragonType,gameId,positionX,positionY,killerTeam,killer,assistant1,assistant2,assistant3,assistant4,assistant5,assistant6,assistant7,assistant8,assistant9,assistant10
345176,krug,,2677232,6346,12305,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
361228,krug,,2677232,8540,2548,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
393712,wolf,,2677232,11156,7737,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
416547,dragon,chemtech,2677232,10265,4803,JDG,JDG Kanavi,JDG knight,BLG XUN,-,-,-,-,-,-,-,-
427052,scuttleCrab,,2677232,9583,5609,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
445904,raptor,,2677232,6806,5171,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
498338,redCamp,,2677232,7140,3959,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
511358,blueCamp,,2677232,11692,6962,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
520799,wolf,,2677232,3164,7360,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
529325,gromp,,2677232,12358,6686,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
539970,gromp,,2677232,2926,8370,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
549803,wolf,,2677232,9972,9056,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
564583,riftHerald,,2677232,4560,10036,BLG,BLG XUN,BLG Bin,-,-,-,-,-,-,-,-,-
565421,raptor,,2677232,8029,10020,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
579286,redCamp,,2677232,6618,11375,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
590391,blueCamp,,2677232,3193,7441,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
594860,scuttleCrab,,2677232,5842,9351,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
626619,raptor,,2677232,8250,5298,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
681354,gromp,,2677232,12227,6556,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
694487,wolf,,2677232,10417,8735,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
699763,krug,,2677232,8574,2452,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
711918,raptor,,2677232,7143,9312,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
745627,dragon,air,2677232,10219,4798,JDG,JDG Kanavi,BLG Yagao,JDG Ruler,JDG MISSING,JDG knight,BLG ON,-,-,-,-,-
781561,krug,,2677232,6376,12251,JDG,JDG 369,-,-,-,-,-,-,-,-,-,-
784756,raptor,,2677232,6921,4981,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
800277,wolf,,2677232,3604,6440,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
816307,gromp,,2677232,2779,8458,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
827897,scuttleCrab,,2677232,4017,9375,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
832463,blueCamp,,2677232,11630,6883,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
846846,gromp,,2677232,11717,6109,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
878534,redCamp,,2677232,6598,4540,BLG,BLG Elk,-,-,-,-,-,-,-,-,-,-
885646,wolf,,2677232,9704,9281,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
896896,raptor,,2677232,7976,10223,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
910863,redCamp,,2677232,6556,11346,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
916169,blueCamp,,2677232,3238,7730,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
937286,raptor,,2677232,7630,5218,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
953060,riftHerald,,2677232,4696,9930,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
957630,wolf,,2677232,3337,6980,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
992696,krug,,2677232,6409,12207,JDG,JDG knight,-,-,-,-,-,-,-,-,-,-
1000031,gromp,,2677232,2631,8177,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
1017367,krug,,2677232,9049,2591,JDG,JDG 369,-,-,-,-,-,-,-,-,-,-
1042658,wolf,,2677232,10087,8773,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
1044723,scuttleCrab,,2677232,10874,5409,JDG,JDG 369,-,-,-,-,-,-,-,-,-,-
1088680,dragon,earth,2677232,9866,4416,BLG,BLG Bin,JDG MISSING,JDG Kanavi,JDG 369,-,-,-,-,-,-,-
1108306,raptor,,2677232,7330,5104,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
1114111,gromp,,2677232,12146,6846,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
1134912,wolf,,2677232,4660,6123,BLG,BLG Elk,-,-,-,-,-,-,-,-,-,-
1159155,gromp,,2677232,2360,8671,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
1182510,krug,,2677232,6195,12451,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
1182878,blueCamp,,2677232,11671,7244,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
1190326,wolf,,2677232,9972,9106,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
1203553,raptor,,2677232,7454,9762,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
1223833,baron,,2677232,5007,10471,JDG,JDG Kanavi,JDG Ruler,JDG MISSING,JDG knight,JDG 369,-,-,-,-,-,-
1251854,redCamp,,2677232,7996,3518,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
1258953,krug,,2677232,8394,2762,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
1262363,scuttleCrab,,2677232,10412,5498,JDG,JDG Kanavi,-,-,-,-,-,-,-,-,-,-
1262863,redCamp,,2677232,7765,10664,JDG,JDG Ruler,-,-,-,-,-,-,-,-,-,-
1275541,wolf,,2677232,4187,6034,BLG,BLG Elk,-,-,-,-,-,-,-,-,-,-
1279919,raptor,,2677232,5881,4121,BLG,BLG XUN,-,-,-,-,-,-,-,-,-,-
